,Number of combinations,Conditions,Loan,No Loan,Conversion Ratio
9703,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Experience'] >= 24.0),39.0,262.0,12.956810631229235
9704,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Experience'] >= 29.0),38.0,254.0,13.013698630136986
9705,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Experience'] >= 33.0),34.0,226.0,13.076923076923078
9706,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Experience'] >= 38.0),10.0,78.0,11.363636363636363
9707,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Experience'] >= 0.0),15.0,96.0,13.513513513513514
9708,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Experience'] >= 5.0),15.0,96.0,13.513513513513514
9709,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Experience'] >= 10.0),15.0,96.0,13.513513513513514
9710,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Experience'] >= 14.0),15.0,96.0,13.513513513513514
9711,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Experience'] >= 19.0),15.0,96.0,13.513513513513514
9712,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Experience'] >= 24.0),15.0,96.0,13.513513513513514
9713,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Experience'] >= 29.0),15.0,96.0,13.513513513513514
9714,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Experience'] >= 33.0),15.0,96.0,13.513513513513514
9715,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Experience'] >= 38.0),9.0,70.0,11.39240506329114
9716,3.0,(df['Education'] >= 1) & (df['Age'] >= 22.0) & (df['Income'] >= 7.0),480.0,4520.0,9.6
9717,3.0,(df['Education'] >= 1) & (df['Age'] >= 22.0) & (df['Income'] >= 62.0),479.0,2132.0,18.345461509000383
9718,3.0,(df['Education'] >= 1) & (df['Age'] >= 22.0) & (df['Income'] >= 116.0),381.0,541.0,41.3232104121475
9719,3.0,(df['Education'] >= 1) & (df['Age'] >= 22.0) & (df['Income'] >= 170.0),139.0,122.0,53.25670498084292
9720,3.0,(df['Education'] >= 1) & (df['Age'] >= 27.0) & (df['Income'] >= 7.0),467.0,4362.0,9.670739283495548
9721,3.0,(df['Education'] >= 1) & (df['Age'] >= 27.0) & (df['Income'] >= 62.0),467.0,2054.0,18.52439508131694
9722,3.0,(df['Education'] >= 1) & (df['Age'] >= 27.0) & (df['Income'] >= 116.0),370.0,518.0,41.66666666666667
9723,3.0,(df['Education'] >= 1) & (df['Age'] >= 27.0) & (df['Income'] >= 170.0),132.0,119.0,52.589641434262944
9724,3.0,(df['Education'] >= 1) & (df['Age'] >= 32.0) & (df['Income'] >= 7.0),407.0,3844.0,9.574217831098565
9725,3.0,(df['Education'] >= 1) & (df['Age'] >= 32.0) & (df['Income'] >= 62.0),407.0,1795.0,18.48319709355132
9726,3.0,(df['Education'] >= 1) & (df['Age'] >= 32.0) & (df['Income'] >= 116.0),323.0,440.0,42.33289646133683
9727,3.0,(df['Education'] >= 1) & (df['Age'] >= 32.0) & (df['Income'] >= 170.0),113.0,97.0,53.80952380952381
9728,3.0,(df['Education'] >= 1) & (df['Age'] >= 36.0) & (df['Income'] >= 7.0),346.0,3380.0,9.286097691894794
9729,3.0,(df['Education'] >= 1) & (df['Age'] >= 36.0) & (df['Income'] >= 62.0),346.0,1587.0,17.899637868598035
9730,3.0,(df['Education'] >= 1) & (df['Age'] >= 36.0) & (df['Income'] >= 116.0),273.0,393.0,40.99099099099099
9731,3.0,(df['Education'] >= 1) & (df['Age'] >= 36.0) & (df['Income'] >= 170.0),95.0,85.0,52.77777777777778
9732,3.0,(df['Education'] >= 1) & (df['Age'] >= 41.0) & (df['Income'] >= 7.0),296.0,2844.0,9.42675159235669
9733,3.0,(df['Education'] >= 1) & (df['Age'] >= 41.0) & (df['Income'] >= 62.0),296.0,1310.0,18.43088418430884
9734,3.0,(df['Education'] >= 1) & (df['Age'] >= 41.0) & (df['Income'] >= 116.0),231.0,326.0,41.4721723518851
9735,3.0,(df['Education'] >= 1) & (df['Age'] >= 41.0) & (df['Income'] >= 170.0),82.0,63.0,56.55172413793104
9736,3.0,(df['Education'] >= 1) & (df['Age'] >= 45.0) & (df['Income'] >= 7.0),245.0,2363.0,9.394171779141104
9737,3.0,(df['Education'] >= 1) & (df['Age'] >= 45.0) & (df['Income'] >= 62.0),245.0,1050.0,18.91891891891892
9738,3.0,(df['Education'] >= 1) & (df['Age'] >= 45.0) & (df['Income'] >= 116.0),192.0,261.0,42.384105960264904
9739,3.0,(df['Education'] >= 1) & (df['Age'] >= 45.0) & (df['Income'] >= 170.0),70.0,52.0,57.377049180327866
9740,3.0,(df['Education'] >= 1) & (df['Age'] >= 49.0) & (df['Income'] >= 7.0),197.0,1926.0,9.279321714554875
9741,3.0,(df['Education'] >= 1) & (df['Age'] >= 49.0) & (df['Income'] >= 62.0),197.0,825.0,19.275929549902152
9742,3.0,(df['Education'] >= 1) & (df['Age'] >= 49.0) & (df['Income'] >= 116.0),156.0,186.0,45.614035087719294
9743,3.0,(df['Education'] >= 1) & (df['Age'] >= 49.0) & (df['Income'] >= 170.0),58.0,34.0,63.04347826086957
9744,3.0,(df['Education'] >= 1) & (df['Age'] >= 54.0) & (df['Income'] >= 7.0),138.0,1346.0,9.299191374663073
9745,3.0,(df['Education'] >= 1) & (df['Age'] >= 54.0) & (df['Income'] >= 62.0),138.0,576.0,19.327731092436977
9746,3.0,(df['Education'] >= 1) & (df['Age'] >= 54.0) & (df['Income'] >= 116.0),110.0,125.0,46.808510638297875
9747,3.0,(df['Education'] >= 1) & (df['Age'] >= 54.0) & (df['Income'] >= 170.0),34.0,13.0,72.3404255319149
9748,3.0,(df['Education'] >= 1) & (df['Age'] >= 58.0) & (df['Income'] >= 7.0),88.0,861.0,9.272918861959958
9749,3.0,(df['Education'] >= 1) & (df['Age'] >= 58.0) & (df['Income'] >= 62.0),88.0,358.0,19.730941704035875
9750,3.0,(df['Education'] >= 1) & (df['Age'] >= 58.0) & (df['Income'] >= 116.0),70.0,92.0,43.20987654320987
9751,3.0,(df['Education'] >= 1) & (df['Age'] >= 58.0) & (df['Income'] >= 170.0),24.0,7.0,77.41935483870968
9752,3.0,(df['Education'] >= 1) & (df['Age'] >= 63.0) & (df['Income'] >= 7.0),38.0,264.0,12.582781456953644
9753,3.0,(df['Education'] >= 1) & (df['Age'] >= 63.0) & (df['Income'] >= 62.0),38.0,120.0,24.050632911392405
9754,3.0,(df['Education'] >= 1) & (df['Age'] >= 63.0) & (df['Income'] >= 116.0),30.0,30.0,50.0
9755,3.0,(df['Education'] >= 1) & (df['Age'] >= 63.0) & (df['Income'] >= 170.0),12.0,1.0,92.3076923076923
9756,3.0,(df['Education'] >= 2) & (df['Age'] >= 22.0) & (df['Income'] >= 7.0),387.0,2517.0,13.326446280991735
9757,3.0,(df['Education'] >= 2) & (df['Age'] >= 22.0) & (df['Income'] >= 62.0),387.0,923.0,29.541984732824428
9758,3.0,(df['Education'] >= 2) & (df['Age'] >= 22.0) & (df['Income'] >= 116.0),314.0,0.0,100.0
9759,3.0,(df['Education'] >= 2) & (df['Age'] >= 22.0) & (df['Income'] >= 170.0),117.0,0.0,100.0
9760,3.0,(df['Education'] >= 2) & (df['Age'] >= 27.0) & (df['Income'] >= 7.0),375.0,2431.0,13.364219529579472
9761,3.0,(df['Education'] >= 2) & (df['Age'] >= 27.0) & (df['Income'] >= 62.0),375.0,897.0,29.4811320754717
9762,3.0,(df['Education'] >= 2) & (df['Age'] >= 27.0) & (df['Income'] >= 116.0),303.0,0.0,100.0
9763,3.0,(df['Education'] >= 2) & (df['Age'] >= 27.0) & (df['Income'] >= 170.0),110.0,0.0,100.0
9764,3.0,(df['Education'] >= 2) & (df['Age'] >= 32.0) & (df['Income'] >= 7.0),326.0,2142.0,13.209076175040519
9765,3.0,(df['Education'] >= 2) & (df['Age'] >= 32.0) & (df['Income'] >= 62.0),326.0,808.0,28.74779541446208
9766,3.0,(df['Education'] >= 2) & (df['Age'] >= 32.0) & (df['Income'] >= 116.0),265.0,0.0,100.0
9767,3.0,(df['Education'] >= 2) & (df['Age'] >= 32.0) & (df['Income'] >= 170.0),94.0,0.0,100.0
9768,3.0,(df['Education'] >= 2) & (df['Age'] >= 36.0) & (df['Income'] >= 7.0),272.0,1916.0,12.431444241316271
9769,3.0,(df['Education'] >= 2) & (df['Age'] >= 36.0) & (df['Income'] >= 62.0),272.0,719.0,27.447023208879916
9770,3.0,(df['Education'] >= 2) & (df['Age'] >= 36.0) & (df['Income'] >= 116.0),218.0,0.0,100.0
9771,3.0,(df['Education'] >= 2) & (df['Age'] >= 36.0) & (df['Income'] >= 170.0),78.0,0.0,100.0
9772,3.0,(df['Education'] >= 2) & (df['Age'] >= 41.0) & (df['Income'] >= 7.0),234.0,1606.0,12.717391304347824
9773,3.0,(df['Education'] >= 2) & (df['Age'] >= 41.0) & (df['Income'] >= 62.0),234.0,596.0,28.19277108433735
9774,3.0,(df['Education'] >= 2) & (df['Age'] >= 41.0) & (df['Income'] >= 116.0),187.0,0.0,100.0
9775,3.0,(df['Education'] >= 2) & (df['Age'] >= 41.0) & (df['Income'] >= 170.0),69.0,0.0,100.0
9776,3.0,(df['Education'] >= 2) & (df['Age'] >= 45.0) & (df['Income'] >= 7.0),199.0,1343.0,12.905317769131
9777,3.0,(df['Education'] >= 2) & (df['Age'] >= 45.0) & (df['Income'] >= 62.0),199.0,486.0,29.05109489051095
9778,3.0,(df['Education'] >= 2) & (df['Age'] >= 45.0) & (df['Income'] >= 116.0),160.0,0.0,100.0
9779,3.0,(df['Education'] >= 2) & (df['Age'] >= 45.0) & (df['Income'] >= 170.0),61.0,0.0,100.0
9780,3.0,(df['Education'] >= 2) & (df['Age'] >= 49.0) & (df['Income'] >= 7.0),160.0,1126.0,12.441679626749611
9781,3.0,(df['Education'] >= 2) & (df['Age'] >= 49.0) & (df['Income'] >= 62.0),160.0,394.0,28.880866425992778
9782,3.0,(df['Education'] >= 2) & (df['Age'] >= 49.0) & (df['Income'] >= 116.0),130.0,0.0,100.0
9783,3.0,(df['Education'] >= 2) & (df['Age'] >= 49.0) & (df['Income'] >= 170.0),50.0,0.0,100.0
9784,3.0,(df['Education'] >= 2) & (df['Age'] >= 54.0) & (df['Income'] >= 7.0),112.0,778.0,12.584269662921349
9785,3.0,(df['Education'] >= 2) & (df['Age'] >= 54.0) & (df['Income'] >= 62.0),112.0,271.0,29.242819843342037
9786,3.0,(df['Education'] >= 2) & (df['Age'] >= 54.0) & (df['Income'] >= 116.0),91.0,0.0,100.0
9787,3.0,(df['Education'] >= 2) & (df['Age'] >= 54.0) & (df['Income'] >= 170.0),30.0,0.0,100.0
9788,3.0,(df['Education'] >= 2) & (df['Age'] >= 58.0) & (df['Income'] >= 7.0),72.0,481.0,13.01989150090416
9789,3.0,(df['Education'] >= 2) & (df['Age'] >= 58.0) & (df['Income'] >= 62.0),72.0,152.0,32.142857142857146
9790,3.0,(df['Education'] >= 2) & (df['Age'] >= 58.0) & (df['Income'] >= 116.0),59.0,0.0,100.0
9791,3.0,(df['Education'] >= 2) & (df['Age'] >= 58.0) & (df['Income'] >= 170.0),21.0,0.0,100.0
9792,3.0,(df['Education'] >= 2) & (df['Age'] >= 63.0) & (df['Income'] >= 7.0),29.0,168.0,14.720812182741117
9793,3.0,(df['Education'] >= 2) & (df['Age'] >= 63.0) & (df['Income'] >= 62.0),29.0,65.0,30.851063829787233
9794,3.0,(df['Education'] >= 2) & (df['Age'] >= 63.0) & (df['Income'] >= 116.0),25.0,0.0,100.0
9795,3.0,(df['Education'] >= 2) & (df['Age'] >= 63.0) & (df['Income'] >= 170.0),10.0,0.0,100.0
9796,3.0,(df['Education'] >= 3) & (df['Age'] >= 22.0) & (df['Income'] >= 7.0),205.0,1296.0,13.657561625582945
9797,3.0,(df['Education'] >= 3) & (df['Age'] >= 22.0) & (df['Income'] >= 62.0),205.0,491.0,29.454022988505745
9798,3.0,(df['Education'] >= 3) & (df['Age'] >= 22.0) & (df['Income'] >= 116.0),168.0,0.0,100.0
9799,3.0,(df['Education'] >= 3) & (df['Age'] >= 22.0) & (df['Income'] >= 170.0),60.0,0.0,100.0
9800,3.0,(df['Education'] >= 3) & (df['Age'] >= 27.0) & (df['Income'] >= 7.0),200.0,1251.0,13.783597518952448
9801,3.0,(df['Education'] >= 3) & (df['Age'] >= 27.0) & (df['Income'] >= 62.0),200.0,474.0,29.673590504451035
9802,3.0,(df['Education'] >= 3) & (df['Age'] >= 27.0) & (df['Income'] >= 116.0),163.0,0.0,100.0
9803,3.0,(df['Education'] >= 3) & (df['Age'] >= 27.0) & (df['Income'] >= 170.0),58.0,0.0,100.0
9804,3.0,(df['Education'] >= 3) & (df['Age'] >= 32.0) & (df['Income'] >= 7.0),178.0,1120.0,13.713405238828969
9805,3.0,(df['Education'] >= 3) & (df['Age'] >= 32.0) & (df['Income'] >= 62.0),178.0,429.0,29.32454695222405
9806,3.0,(df['Education'] >= 3) & (df['Age'] >= 32.0) & (df['Income'] >= 116.0),145.0,0.0,100.0
9807,3.0,(df['Education'] >= 3) & (df['Age'] >= 32.0) & (df['Income'] >= 170.0),50.0,0.0,100.0
9808,3.0,(df['Education'] >= 3) & (df['Age'] >= 36.0) & (df['Income'] >= 7.0),143.0,1026.0,12.23267750213858
9809,3.0,(df['Education'] >= 3) & (df['Age'] >= 36.0) & (df['Income'] >= 62.0),143.0,394.0,26.629422718808193
9810,3.0,(df['Education'] >= 3) & (df['Age'] >= 36.0) & (df['Income'] >= 116.0),115.0,0.0,100.0
9811,3.0,(df['Education'] >= 3) & (df['Age'] >= 36.0) & (df['Income'] >= 170.0),40.0,0.0,100.0
9812,3.0,(df['Education'] >= 3) & (df['Age'] >= 41.0) & (df['Income'] >= 7.0),123.0,868.0,12.4117053481332
9813,3.0,(df['Education'] >= 3) & (df['Age'] >= 41.0) & (df['Income'] >= 62.0),123.0,336.0,26.797385620915033
9814,3.0,(df['Education'] >= 3) & (df['Age'] >= 41.0) & (df['Income'] >= 116.0),97.0,0.0,100.0
9815,3.0,(df['Education'] >= 3) & (df['Age'] >= 41.0) & (df['Income'] >= 170.0),34.0,0.0,100.0
9816,3.0,(df['Education'] >= 3) & (df['Age'] >= 45.0) & (df['Income'] >= 7.0),107.0,694.0,13.358302122347066
9817,3.0,(df['Education'] >= 3) & (df['Age'] >= 45.0) & (df['Income'] >= 62.0),107.0,250.0,29.971988795518207
9818,3.0,(df['Education'] >= 3) & (df['Age'] >= 45.0) & (df['Income'] >= 116.0),86.0,0.0,100.0
9819,3.0,(df['Education'] >= 3) & (df['Age'] >= 45.0) & (df['Income'] >= 170.0),31.0,0.0,100.0
9820,3.0,(df['Education'] >= 3) & (df['Age'] >= 49.0) & (df['Income'] >= 7.0),86.0,588.0,12.759643916913946
9821,3.0,(df['Education'] >= 3) & (df['Age'] >= 49.0) & (df['Income'] >= 62.0),86.0,207.0,29.351535836177472
9822,3.0,(df['Education'] >= 3) & (df['Age'] >= 49.0) & (df['Income'] >= 116.0),69.0,0.0,100.0
9823,3.0,(df['Education'] >= 3) & (df['Age'] >= 49.0) & (df['Income'] >= 170.0),24.0,0.0,100.0
9824,3.0,(df['Education'] >= 3) & (df['Age'] >= 54.0) & (df['Income'] >= 7.0),58.0,438.0,11.693548387096774
9825,3.0,(df['Education'] >= 3) & (df['Age'] >= 54.0) & (df['Income'] >= 62.0),58.0,162.0,26.36363636363636
9826,3.0,(df['Education'] >= 3) & (df['Age'] >= 54.0) & (df['Income'] >= 116.0),47.0,0.0,100.0
9827,3.0,(df['Education'] >= 3) & (df['Age'] >= 54.0) & (df['Income'] >= 170.0),15.0,0.0,100.0
9828,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Income'] >= 7.0),39.0,262.0,12.956810631229235
9829,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Income'] >= 62.0),39.0,86.0,31.2
9830,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Income'] >= 116.0),33.0,0.0,100.0
9831,3.0,(df['Education'] >= 3) & (df['Age'] >= 58.0) & (df['Income'] >= 170.0),12.0,0.0,100.0
9832,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Income'] >= 7.0),15.0,96.0,13.513513513513514
9833,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Income'] >= 62.0),15.0,37.0,28.846153846153843
9834,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Income'] >= 116.0),13.0,0.0,100.0
9835,3.0,(df['Education'] >= 3) & (df['Age'] >= 63.0) & (df['Income'] >= 170.0),5.0,0.0,100.0
9836,3.0,(df['Education'] >= 1) & (df['Age'] >= 22.0) & (df['Mortgage'] >= -2.0),480.0,4520.0,9.6
9837,3.0,(df['Education'] >= 1) & (df['Age'] >= 22.0) & (df['Mortgage'] >= 159.0),131.0,593.0,18.093922651933703
9838,3.0,(df['Education'] >= 1) & (df['Age'] >= 22.0) & (df['Mortgage'] >= 318.0),63.0,100.0,38.65030674846626
9839,3.0,(df['Education'] >= 1) & (df['Age'] >= 22.0) & (df['Mortgage'] >= 476.0),19.0,12.0,61.29032258064516
9840,3.0,(df['Education'] >= 1) & (df['Age'] >= 27.0) & (df['Mortgage'] >= -2.0),467.0,4362.0,9.670739283495548
9841,3.0,(df['Education'] >= 1) & (df['Age'] >= 27.0) & (df['Mortgage'] >= 159.0),128.0,572.0,18.285714285714285
9842,3.0,(df['Education'] >= 1) & (df['Age'] >= 27.0) & (df['Mortgage'] >= 318.0),62.0,96.0,39.24050632911392
9843,3.0,(df['Education'] >= 1) & (df['Age'] >= 27.0) & (df['Mortgage'] >= 476.0),18.0,12.0,60.0
9844,3.0,(df['Education'] >= 1) & (df['Age'] >= 32.0) & (df['Mortgage'] >= -2.0),407.0,3844.0,9.574217831098565
9845,3.0,(df['Education'] >= 1) & (df['Age'] >= 32.0) & (df['Mortgage'] >= 159.0),114.0,494.0,18.75
9846,3.0,(df['Education'] >= 1) & (df['Age'] >= 32.0) & (df['Mortgage'] >= 318.0),53.0,83.0,38.970588235294116
9847,3.0,(df['Education'] >= 1) & (df['Age'] >= 32.0) & (df['Mortgage'] >= 476.0),17.0,12.0,58.620689655172406
9848,3.0,(df['Education'] >= 1) & (df['Age'] >= 36.0) & (df['Mortgage'] >= -2.0),346.0,3380.0,9.286097691894794
9849,3.0,(df['Education'] >= 1) & (df['Age'] >= 36.0) & (df['Mortgage'] >= 159.0),99.0,441.0,18.333333333333332
9850,3.0,(df['Education'] >= 1) & (df['Age'] >= 36.0) & (df['Mortgage'] >= 318.0),47.0,72.0,39.49579831932773
9851,3.0,(df['Education'] >= 1) & (df['Age'] >= 36.0) & (df['Mortgage'] >= 476.0),12.0,10.0,54.54545454545454
9852,3.0,(df['Education'] >= 1) & (df['Age'] >= 41.0) & (df['Mortgage'] >= -2.0),296.0,2844.0,9.42675159235669
9853,3.0,(df['Education'] >= 1) & (df['Age'] >= 41.0) & (df['Mortgage'] >= 159.0),89.0,365.0,19.60352422907489
9854,3.0,(df['Education'] >= 1) & (df['Age'] >= 41.0) & (df['Mortgage'] >= 318.0),44.0,60.0,42.30769230769231
9855,3.0,(df['Education'] >= 1) & (df['Age'] >= 41.0) & (df['Mortgage'] >= 476.0),10.0,8.0,55.55555555555556
9856,3.0,(df['Education'] >= 1) & (df['Age'] >= 45.0) & (df['Mortgage'] >= -2.0),245.0,2363.0,9.394171779141104
9857,3.0,(df['Education'] >= 1) & (df['Age'] >= 45.0) & (df['Mortgage'] >= 159.0),74.0,299.0,19.839142091152816
9858,3.0,(df['Education'] >= 1) & (df['Age'] >= 45.0) & (df['Mortgage'] >= 318.0),37.0,47.0,44.047619047619044
9859,3.0,(df['Education'] >= 1) & (df['Age'] >= 45.0) & (df['Mortgage'] >= 476.0),9.0,5.0,64.28571428571429
9860,3.0,(df['Education'] >= 1) & (df['Age'] >= 49.0) & (df['Mortgage'] >= -2.0),197.0,1926.0,9.279321714554875
9861,3.0,(df['Education'] >= 1) & (df['Age'] >= 49.0) & (df['Mortgage'] >= 159.0),62.0,245.0,20.195439739413683
9862,3.0,(df['Education'] >= 1) & (df['Age'] >= 49.0) & (df['Mortgage'] >= 318.0),31.0,38.0,44.927536231884055
9863,3.0,(df['Education'] >= 1) & (df['Age'] >= 49.0) & (df['Mortgage'] >= 476.0),8.0,5.0,61.53846153846154
9864,3.0,(df['Education'] >= 1) & (df['Age'] >= 54.0) & (df['Mortgage'] >= -2.0),138.0,1346.0,9.299191374663073
9865,3.0,(df['Education'] >= 1) & (df['Age'] >= 54.0) & (df['Mortgage'] >= 159.0),41.0,170.0,19.431279620853083
9866,3.0,(df['Education'] >= 1) & (df['Age'] >= 54.0) & (df['Mortgage'] >= 318.0),21.0,26.0,44.680851063829785
9867,3.0,(df['Education'] >= 1) & (df['Age'] >= 54.0) & (df['Mortgage'] >= 476.0),4.0,2.0,66.66666666666666
9868,3.0,(df['Education'] >= 1) & (df['Age'] >= 58.0) & (df['Mortgage'] >= -2.0),88.0,861.0,9.272918861959958
9869,3.0,(df['Education'] >= 1) & (df['Age'] >= 58.0) & (df['Mortgage'] >= 159.0),26.0,108.0,19.402985074626866
9870,3.0,(df['Education'] >= 1) & (df['Age'] >= 58.0) & (df['Mortgage'] >= 318.0),10.0,19.0,34.48275862068966
9871,3.0,(df['Education'] >= 1) & (df['Age'] >= 58.0) & (df['Mortgage'] >= 476.0),2.0,2.0,50.0
9872,3.0,(df['Education'] >= 1) & (df['Age'] >= 63.0) & (df['Mortgage'] >= -2.0),38.0,264.0,12.582781456953644
9873,3.0,(df['Education'] >= 1) & (df['Age'] >= 63.0) & (df['Mortgage'] >= 159.0),15.0,34.0,30.612244897959183
9874,3.0,(df['Education'] >= 1) & (df['Age'] >= 63.0) & (df['Mortgage'] >= 318.0),5.0,6.0,45.45454545454545
9875,3.0,(df['Education'] >= 1) & (df['Age'] >= 63.0) & (df['Mortgage'] >= 476.0),1.0,0.0,100.0
9876,3.0,(df['Education'] >= 2) & (df['Age'] >= 22.0) & (df['Mortgage'] >= -2.0),387.0,2517.0,13.326446280991735
9877,3.0,(df['Education'] >= 2) & (df['Age'] >= 22.0) & (df['Mortgage'] >= 159.0),99.0,277.0,26.329787234042552
9878,3.0,(df['Education'] >= 2) & (df['Age'] >= 22.0) & (df['Mortgage'] >= 318.0),49.0,19.0,72.05882352941177
9879,3.0,(df['Education'] >= 2) & (df['Age'] >= 22.0) & (df['Mortgage'] >= 476.0),16.0,0.0,100.0
9880,3.0,(df['Education'] >= 2) & (df['Age'] >= 27.0) & (df['Mortgage'] >= -2.0),375.0,2431.0,13.364219529579472
9881,3.0,(df['Education'] >= 2) & (df['Age'] >= 27.0) & (df['Mortgage'] >= 159.0),96.0,267.0,26.446280991735538
9882,3.0,(df['Education'] >= 2) & (df['Age'] >= 27.0) & (df['Mortgage'] >= 318.0),48.0,17.0,73.84615384615385
9883,3.0,(df['Education'] >= 2) & (df['Age'] >= 27.0) & (df['Mortgage'] >= 476.0),15.0,0.0,100.0
9884,3.0,(df['Education'] >= 2) & (df['Age'] >= 32.0) & (df['Mortgage'] >= -2.0),326.0,2142.0,13.209076175040519
9885,3.0,(df['Education'] >= 2) & (df['Age'] >= 32.0) & (df['Mortgage'] >= 159.0),84.0,234.0,26.41509433962264
9886,3.0,(df['Education'] >= 2) & (df['Age'] >= 32.0) & (df['Mortgage'] >= 318.0),40.0,14.0,74.07407407407408
9887,3.0,(df['Education'] >= 2) & (df['Age'] >= 32.0) & (df['Mortgage'] >= 476.0),14.0,0.0,100.0
9888,3.0,(df['Education'] >= 2) & (df['Age'] >= 36.0) & (df['Mortgage'] >= -2.0),272.0,1916.0,12.431444241316271
9889,3.0,(df['Education'] >= 2) & (df['Age'] >= 36.0) & (df['Mortgage'] >= 159.0),72.0,207.0,25.806451612903224
9890,3.0,(df['Education'] >= 2) & (df['Age'] >= 36.0) & (df['Mortgage'] >= 318.0),34.0,11.0,75.55555555555556
9891,3.0,(df['Education'] >= 2) & (df['Age'] >= 36.0) & (df['Mortgage'] >= 476.0),9.0,0.0,100.0
9892,3.0,(df['Education'] >= 2) & (df['Age'] >= 41.0) & (df['Mortgage'] >= -2.0),234.0,1606.0,12.717391304347824
9893,3.0,(df['Education'] >= 2) & (df['Age'] >= 41.0) & (df['Mortgage'] >= 159.0),63.0,175.0,26.47058823529412
9894,3.0,(df['Education'] >= 2) & (df['Age'] >= 41.0) & (df['Mortgage'] >= 318.0),32.0,9.0,78.04878048780488
9895,3.0,(df['Education'] >= 2) & (df['Age'] >= 41.0) & (df['Mortgage'] >= 476.0),8.0,0.0,100.0
9896,3.0,(df['Education'] >= 2) & (df['Age'] >= 45.0) & (df['Mortgage'] >= -2.0),199.0,1343.0,12.905317769131
9897,3.0,(df['Education'] >= 2) & (df['Age'] >= 45.0) & (df['Mortgage'] >= 159.0),53.0,141.0,27.31958762886598
9898,3.0,(df['Education'] >= 2) & (df['Age'] >= 45.0) & (df['Mortgage'] >= 318.0),28.0,7.0,80.0
9899,3.0,(df['Education'] >= 2) & (df['Age'] >= 45.0) & (df['Mortgage'] >= 476.0),8.0,0.0,100.0
9900,3.0,(df['Education'] >= 2) & (df['Age'] >= 49.0) & (df['Mortgage'] >= -2.0),160.0,1126.0,12.441679626749611
9901,3.0,(df['Education'] >= 2) & (df['Age'] >= 49.0) & (df['Mortgage'] >= 159.0),45.0,116.0,27.95031055900621
9902,3.0,(df['Education'] >= 2) & (df['Age'] >= 49.0) & (df['Mortgage'] >= 318.0),24.0,6.0,80.0
9903,3.0,(df['Education'] >= 2) & (df['Age'] >= 49.0) & (df['Mortgage'] >= 476.0),7.0,0.0,100.0
9904,3.0,(df['Education'] >= 2) & (df['Age'] >= 54.0) & (df['Mortgage'] >= -2.0),112.0,778.0,12.584269662921349
9905,3.0,(df['Education'] >= 2) & (df['Age'] >= 54.0) & (df['Mortgage'] >= 159.0),31.0,76.0,28.971962616822427
9906,3.0,(df['Education'] >= 2) & (df['Age'] >= 54.0) & (df['Mortgage'] >= 318.0),17.0,4.0,80.95238095238095
9907,3.0,(df['Education'] >= 2) & (df['Age'] >= 54.0) & (df['Mortgage'] >= 476.0),4.0,0.0,100.0
9908,3.0,(df['Education'] >= 2) & (df['Age'] >= 58.0) & (df['Mortgage'] >= -2.0),72.0,481.0,13.01989150090416
9909,3.0,(df['Education'] >= 2) & (df['Age'] >= 58.0) & (df['Mortgage'] >= 159.0),20.0,48.0,29.411764705882355
9910,3.0,(df['Education'] >= 2) & (df['Age'] >= 58.0) & (df['Mortgage'] >= 318.0),8.0,3.0,72.72727272727273
9911,3.0,(df['Education'] >= 2) & (df['Age'] >= 58.0) & (df['Mortgage'] >= 476.0),2.0,0.0,100.0
9912,3.0,(df['Education'] >= 2) & (df['Age'] >= 63.0) & (df['Mortgage'] >= -2.0),29.0,168.0,14.720812182741117
9913,3.0,(df['Education'] >= 2) & (df['Age'] >= 63.0) & (df['Mortgage'] >= 159.0),11.0,17.0,39.285714285714285
9914,3.0,(df['Education'] >= 2) & (df['Age'] >= 63.0) & (df['Mortgage'] >= 318.0),4.0,1.0,80.0
9915,3.0,(df['Education'] >= 2) & (df['Age'] >= 63.0) & (df['Mortgage'] >= 476.0),1.0,0.0,100.0
9916,3.0,(df['Education'] >= 3) & (df['Age'] >= 22.0) & (df['Mortgage'] >= -2.0),205.0,1296.0,13.657561625582945
